sample_ID;BLUD_or_SPBL;WELL;Volume;Dilution;BACTERIA;NA
A12;BLUD_007_7+35d_prett_t7-t8_df5_033;A12;5.0;5.0;0;0
B1;BLUD_007_7+35d_prett_t7-t8_df5_033;B1;5.0;5.0;37;0
B2;BLUD_007_7+35d_prett_t7-t8_df5_033;B2;5.0;5.0;55;0
B3;BLUD_007_7+35d_prett_t7-t8_df5_033;B3;5.0;5.0;39;0
B4;BLUD_007_7+35d_prett_t7-t8_df5_033;B4;5.0;5.0;51;0
B5;BLUD_007_7+35d_prett_t7-t8_df5_033;B5;5.0;5.0;Inf;0
B6;BLUD_007_7+35d_prett_t7-t8_df5_033;B6;5.0;5.0;Inf;0
B7;BLUD_007_7+35d_prett_t7-t8_df5_033;B7;5.0;5.0;25;0
B8;BLUD_007_7+35d_prett_t7-t8_df5_033;B8;5.0;5.0;0;0
B9;BLUD_007_7+35d_prett_t7-t8_df5_033;B9;5.0;5.0;0;0
B10;BLUD_007_7+35d_prett_t7-t8_df5_033;B10;5.0;5.0;0;0
B11;BLUD_007_7+35d_prett_t7-t8_df5_033;B11;5.0;5.0;0;0
B12;BLUD_007_7+35d_prett_t7-t8_df5_033;B12;5.0;5.0;0;0
C1;BLUD_007_7+35d_prett_t7-t8_df5_033;C1;5.0;5.0;22;0
C2;BLUD_007_7+35d_prett_t7-t8_df5_033;C2;5.0;5.0;64;0
C3;BLUD_007_7+35d_prett_t7-t8_df5_033;C3;5.0;5.0;54;0
C4;BLUD_007_7+35d_prett_t7-t8_df5_033;C4;5.0;5.0;Inf;0
C5;BLUD_007_7+35d_prett_t7-t8_df5_033;C5;5.0;5.0;51;0
C6;BLUD_007_7+35d_prett_t7-t8_df5_033;C6;5.0;5.0;Inf;0
C7;BLUD_007_7+35d_prett_t7-t8_df5_033;C7;5.0;5.0;Inf;0
C8;BLUD_007_7+35d_prett_t7-t8_df5_033;C8;5.0;5.0;0;0
C9;BLUD_007_7+35d_prett_t7-t8_df5_033;C9;5.0;5.0;0;0
C10;BLUD_007_7+35d_prett_t7-t8_df5_033;C10;5.0;5.0;0;0
C11;BLUD_007_7+35d_prett_t7-t8_df5_033;C11;5.0;5.0;0;0
C12;BLUD_007_7+35d_prett_t7-t8_df5_033;C12;5.0;5.0;0;0
D1;BLUD_007_7+35d_prett_t7-t8_df5_033;D1;5.0;5.0;35;0
D2;BLUD_007_7+35d_prett_t7-t8_df5_033;D2;5.0;5.0;57;0
D3;BLUD_007_7+35d_prett_t7-t8_df5_033;D3;5.0;5.0;Inf;0
D4;BLUD_007_7+35d_prett_t7-t8_df5_033;D4;5.0;5.0;51;0
D5;BLUD_007_7+35d_prett_t7-t8_df5_033;D5;5.0;5.0;56;0
D6;BLUD_007_7+35d_prett_t7-t8_df5_033;D6;5.0;5.0;Inf;0
D7;BLUD_007_7+35d_prett_t7-t8_df5_033;D7;5.0;5.0;Inf;0
D8;BLUD_007_7+35d_prett_t7-t8_df5_033;D8;5.0;5.0;0;0
D9;BLUD_007_7+35d_prett_t7-t8_df5_033;D9;5.0;5.0;0;0
D10;BLUD_007_7+35d_prett_t7-t8_df5_033;D10;5.0;5.0;0;0
D11;BLUD_007_7+35d_prett_t7-t8_df5_033;D11;5.0;5.0;0;0
D12;BLUD_007_7+35d_prett_t7-t8_df5_033;D12;5.0;5.0;0;0
E1;BLUD_007_7+35d_prett_t7-t8_df5_033;E1;5.0;5.0;48;0
E2;BLUD_007_7+35d_prett_t7-t8_df5_033;E2;5.0;5.0;0;1
E3;BLUD_007_7+35d_prett_t7-t8_df5_033;E3;5.0;5.0;6;0
E4;BLUD_007_7+35d_prett_t7-t8_df5_033;E4;5.0;5.0;64;0
E5;BLUD_007_7+35d_prett_t7-t8_df5_033;E5;5.0;5.0;0;1
E6;BLUD_007_7+35d_prett_t7-t8_df5_033;E6;5.0;5.0;Inf;0
E7;BLUD_007_7+35d_prett_t7-t8_df5_033;E7;5.0;5.0;Inf;0
E8;BLUD_007_7+35d_prett_t7-t8_df5_033;E8;5.0;5.0;0;0
E9;BLUD_007_7+35d_prett_t7-t8_df5_033;E9;5.0;5.0;0;0
E10;BLUD_007_7+35d_prett_t7-t8_df5_033;E10;5.0;5.0;0;0
E11;BLUD_007_7+35d_prett_t7-t8_df5_033;E11;5.0;5.0;0;0
E12;BLUD_007_7+35d_prett_t7-t8_df5_033;E12;5.0;5.0;0;0
F1;BLUD_007_7+35d_prett_t7-t8_df5_033;F1;5.0;5.0;38;0
F2;BLUD_007_7+35d_prett_t7-t8_df5_033;F2;5.0;5.0;65;0
F3;BLUD_007_7+35d_prett_t7-t8_df5_033;F3;5.0;5.0;Inf;0
F4;BLUD_007_7+35d_prett_t7-t8_df5_033;F4;5.0;5.0;Inf;0
F5;BLUD_007_7+35d_prett_t7-t8_df5_033;F5;5.0;5.0;Inf;0
F6;BLUD_007_7+35d_prett_t7-t8_df5_033;F6;5.0;5.0;Inf;0
F7;BLUD_007_7+35d_prett_t7-t8_df5_033;F7;5.0;5.0;Inf;0
F8;BLUD_007_7+35d_prett_t7-t8_df5_033;F8;5.0;5.0;0;0
F9;BLUD_007_7+35d_prett_t7-t8_df5_033;F9;5.0;5.0;0;0
F10;BLUD_007_7+35d_prett_t7-t8_df5_033;F10;5.0;5.0;0;0
F11;BLUD_007_7+35d_prett_t7-t8_df5_033;F11;5.0;5.0;0;0
F12;BLUD_007_7+35d_prett_t7-t8_df5_033;F12;5.0;5.0;0;0
G1;BLUD_007_7+35d_prett_t7-t8_df5_033;G1;5.0;5.0;45;0
G2;BLUD_007_7+35d_prett_t7-t8_df5_033;G2;5.0;5.0;0;1
G3;BLUD_007_7+35d_prett_t7-t8_df5_033;G3;5.0;5.0;58;0
G4;BLUD_007_7+35d_prett_t7-t8_df5_033;G4;5.0;5.0;Inf;0
G5;BLUD_007_7+35d_prett_t7-t8_df5_033;G5;5.0;5.0;48;0
G6;BLUD_007_7+35d_prett_t7-t8_df5_033;G6;5.0;5.0;Inf;0
G7;BLUD_007_7+35d_prett_t7-t8_df5_033;G7;5.0;5.0;Inf;0
G8;BLUD_007_7+35d_prett_t7-t8_df5_033;G8;5.0;5.0;0;0
G9;BLUD_007_7+35d_prett_t7-t8_df5_033;G9;5.0;5.0;0;0
G10;BLUD_007_7+35d_prett_t7-t8_df5_033;G10;5.0;5.0;0;0
G11;BLUD_007_7+35d_prett_t7-t8_df5_033;G11;5.0;5.0;0;0
G12;BLUD_007_7+35d_prett_t7-t8_df5_033;G12;5.0;5.0;0;0
H1;BLUD_007_7+35d_prett_t7-t8_df5_033;H1;5.0;5.0;49;0
H2;BLUD_007_7+35d_prett_t7-t8_df5_033;H2;5.0;5.0;57;0
H3;BLUD_007_7+35d_prett_t7-t8_df5_033;H3;5.0;5.0;48;0
H4;BLUD_007_7+35d_prett_t7-t8_df5_033;H4;5.0;5.0;Inf;0
H5;BLUD_007_7+35d_prett_t7-t8_df5_033;H5;5.0;5.0;Inf;0
H6;BLUD_007_7+35d_prett_t7-t8_df5_033;H6;5.0;5.0;Inf;0
H7;BLUD_007_7+35d_prett_t7-t8_df5_033;H7;5.0;5.0;Inf;0
H8;BLUD_007_7+35d_prett_t7-t8_df5_033;H8;5.0;5.0;0;0
H9;BLUD_007_7+35d_prett_t7-t8_df5_033;H9;5.0;5.0;0;0
H10;BLUD_007_7+35d_prett_t7-t8_df5_033;H10;5.0;5.0;0;0
H11;BLUD_007_7+35d_prett_t7-t8_df5_033;H11;5.0;5.0;0;0
H12;BLUD_007_7+35d_prett_t7-t8_df5_033;H12;5.0;5.0;0;0
A1;BLUD_007_7+35d_prett_t7-t8_df5_034;A1;5.0;5.0;1;0
A2;BLUD_007_7+35d_prett_t7-t8_df5_034;A2;5.0;5.0;47;0
A3;BLUD_007_7+35d_prett_t7-t8_df5_034;A3;5.0;5.0;53;0
A4;BLUD_007_7+35d_prett_t7-t8_df5_034;A4;5.0;5.0;52;0
A5;BLUD_007_7+35d_prett_t7-t8_df5_034;A5;5.0;5.0;46;0
A6;BLUD_007_7+35d_prett_t7-t8_df5_034;A6;5.0;5.0;Inf;0
A7;BLUD_007_7+35d_prett_t7-t8_df5_034;A7;5.0;5.0;Inf;0
A8;BLUD_007_7+35d_prett_t7-t8_df5_034;A8;5.0;5.0;0;0
A9;BLUD_007_7+35d_prett_t7-t8_df5_034;A9;5.0;5.0;0;0
A10;BLUD_007_7+35d_prett_t7-t8_df5_034;A10;5.0;5.0;0;0
A11;BLUD_007_7+35d_prett_t7-t8_df5_034;A11;5.0;5.0;0;0
A12;BLUD_007_7+35d_prett_t7-t8_df5_034;A12;5.0;5.0;0;0
B1;BLUD_007_7+35d_prett_t7-t8_df5_034;B1;5.0;5.0;37;0
B2;BLUD_007_7+35d_prett_t7-t8_df5_034;B2;5.0;5.0;Inf;0
B3;BLUD_007_7+35d_prett_t7-t8_df5_034;B3;5.0;5.0;46;0
B4;BLUD_007_7+35d_prett_t7-t8_df5_034;B4;5.0;5.0;50;0
B5;BLUD_007_7+35d_prett_t7-t8_df5_034;B5;5.0;5.0;46;0
B6;BLUD_007_7+35d_prett_t7-t8_df5_034;B6;5.0;5.0;Inf;0
B7;BLUD_007_7+35d_prett_t7-t8_df5_034;B7;5.0;5.0;29;0
B8;BLUD_007_7+35d_prett_t7-t8_df5_034;B8;5.0;5.0;0;0
B9;BLUD_007_7+35d_prett_t7-t8_df5_034;B9;5.0;5.0;0;0
B10;BLUD_007_7+35d_prett_t7-t8_df5_034;B10;5.0;5.0;0;0
B11;BLUD_007_7+35d_prett_t7-t8_df5_034;B11;5.0;5.0;0;0
B12;BLUD_007_7+35d_prett_t7-t8_df5_034;B12;5.0;5.0;0;0
C1;BLUD_007_7+35d_prett_t7-t8_df5_034;C1;5.0;5.0;31;0
C2;BLUD_007_7+35d_prett_t7-t8_df5_034;C2;5.0;5.0;57;0
C3;BLUD_007_7+35d_prett_t7-t8_df5_034;C3;5.0;5.0;51;0
C4;BLUD_007_7+35d_prett_t7-t8_df5_034;C4;5.0;5.0;52;0
C5;BLUD_007_7+35d_prett_t7-t8_df5_034;C5;5.0;5.0;43;0
C6;BLUD_007_7+35d_prett_t7-t8_df5_034;C6;5.0;5.0;66;0
C7;BLUD_007_7+35d_prett_t7-t8_df5_034;C7;5.0;5.0;54;0
C8;BLUD_007_7+35d_prett_t7-t8_df5_034;C8;5.0;5.0;0;0
C9;BLUD_007_7+35d_prett_t7-t8_df5_034;C9;5.0;5.0;0;0
C10;BLUD_007_7+35d_prett_t7-t8_df5_034;C10;5.0;5.0;0;0
C11;BLUD_007_7+35d_prett_t7-t8_df5_034;C11;5.0;5.0;0;0
C12;BLUD_007_7+35d_prett_t7-t8_df5_034;C12;5.0;5.0;0;0
D1;BLUD_007_7+35d_prett_t7-t8_df5_034;D1;5.0;5.0;36;0
D2;BLUD_007_7+35d_prett_t7-t8_df5_034;D2;5.0;5.0;59;0
D3;BLUD_007_7+35d_prett_t7-t8_df5_034;D3;5.0;5.0;Inf;0
D4;BLUD_007_7+35d_prett_t7-t8_df5_034;D4;5.0;5.0;57;0
D5;BLUD_007_7+35d_prett_t7-t8_df5_034;D5;5.0;5.0;Inf;0
D6;BLUD_007_7+35d_prett_t7-t8_df5_034;D6;5.0;5.0;74;0
D7;BLUD_007_7+35d_prett_t7-t8_df5_034;D7;5.0;5.0;Inf;0
D8;BLUD_007_7+35d_prett_t7-t8_df5_034;D8;5.0;5.0;0;0
D9;BLUD_007_7+35d_prett_t7-t8_df5_034;D9;5.0;5.0;0;0
D10;BLUD_007_7+35d_prett_t7-t8_df5_034;D10;5.0;5.0;0;0
D11;BLUD_007_7+35d_prett_t7-t8_df5_034;D11;5.0;5.0;0;0
D12;BLUD_007_7+35d_prett_t7-t8_df5_034;D12;5.0;5.0;0;0
E1;BLUD_007_7+35d_prett_t7-t8_df5_034;E1;5.0;5.0;45;0
E2;BLUD_007_7+35d_prett_t7-t8_df5_034;E2;5.0;5.0;1;0
E3;BLUD_007_7+35d_prett_t7-t8_df5_034;E3;5.0;5.0;7;0
E4;BLUD_007_7+35d_prett_t7-t8_df5_034;E4;5.0;5.0;Inf;0
E5;BLUD_007_7+35d_prett_t7-t8_df5_034;E5;5.0;5.0;0;1
E6;BLUD_007_7+35d_prett_t7-t8_df5_034;E6;5.0;5.0;Inf;0
E7;BLUD_007_7+35d_prett_t7-t8_df5_034;E7;5.0;5.0;Inf;0
E8;BLUD_007_7+35d_prett_t7-t8_df5_034;E8;5.0;5.0;0;0
E9;BLUD_007_7+35d_prett_t7-t8_df5_034;E9;5.0;5.0;0;0
E10;BLUD_007_7+35d_prett_t7-t8_df5_034;E10;5.0;5.0;0;0
E11;BLUD_007_7+35d_prett_t7-t8_df5_034;E11;5.0;5.0;0;0
E12;BLUD_007_7+35d_prett_t7-t8_df5_034;E12;5.0;5.0;0;0
F1;BLUD_007_7+35d_prett_t7-t8_df5_034;F1;5.0;5.0;31;0
F2;BLUD_007_7+35d_prett_t7-t8_df5_034;F2;5.0;5.0;59;0
F3;BLUD_007_7+35d_prett_t7-t8_df5_034;F3;5.0;5.0;Inf;0
F4;BLUD_007_7+35d_prett_t7-t8_df5_034;F4;5.0;5.0;Inf;0
F5;BLUD_007_7+35d_prett_t7-t8_df5_034;F5;5.0;5.0;Inf;0
F6;BLUD_007_7+35d_prett_t7-t8_df5_034;F6;5.0;5.0;Inf;0
F7;BLUD_007_7+35d_prett_t7-t8_df5_034;F7;5.0;5.0;Inf;0
F8;BLUD_007_7+35d_prett_t7-t8_df5_034;F8;5.0;5.0;0;0
F9;BLUD_007_7+35d_prett_t7-t8_df5_034;F9;5.0;5.0;0;0
F10;BLUD_007_7+35d_prett_t7-t8_df5_034;F10;5.0;5.0;0;0
F11;BLUD_007_7+35d_prett_t7-t8_df5_034;F11;5.0;5.0;0;0
F12;BLUD_007_7+35d_prett_t7-t8_df5_034;F12;5.0;5.0;0;0
G1;BLUD_007_7+35d_prett_t7-t8_df5_034;G1;5.0;5.0;42;0
G2;BLUD_007_7+35d_prett_t7-t8_df5_034;G2;5.0;5.0;0;1
G3;BLUD_007_7+35d_prett_t7-t8_df5_034;G3;5.0;5.0;46;0
G4;BLUD_007_7+35d_prett_t7-t8_df5_034;G4;5.0;5.0;54;0
G5;BLUD_007_7+35d_prett_t7-t8_df5_034;G5;5.0;5.0;42;0
G6;BLUD_007_7+35d_prett_t7-t8_df5_034;G6;5.0;5.0;66;0
G7;BLUD_007_7+35d_prett_t7-t8_df5_034;G7;5.0;5.0;57;0
G8;BLUD_007_7+35d_prett_t7-t8_df5_034;G8;5.0;5.0;0;0
G9;BLUD_007_7+35d_prett_t7-t8_df5_034;G9;5.0;5.0;0;0
G10;BLUD_007_7+35d_prett_t7-t8_df5_034;G10;5.0;5.0;0;0
G11;BLUD_007_7+35d_prett_t7-t8_df5_034;G11;5.0;5.0;0;0
G12;BLUD_007_7+35d_prett_t7-t8_df5_034;G12;5.0;5.0;0;0
H1;BLUD_007_7+35d_prett_t7-t8_df5_034;H1;5.0;5.0;47;0
H2;BLUD_007_7+35d_prett_t7-t8_df5_034;H2;5.0;5.0;59;0
H3;BLUD_007_7+35d_prett_t7-t8_df5_034;H3;5.0;5.0;40;0
H4;BLUD_007_7+35d_prett_t7-t8_df5_034;H4;5.0;5.0;42;0
H5;BLUD_007_7+35d_prett_t7-t8_df5_034;H5;5.0;5.0;Inf;0
H6;BLUD_007_7+35d_prett_t7-t8_df5_034;H6;5.0;5.0;Inf;0
H7;BLUD_007_7+35d_prett_t7-t8_df5_034;H7;5.0;5.0;Inf;0
H8;BLUD_007_7+35d_prett_t7-t8_df5_034;H8;5.0;5.0;0;0
H9;BLUD_007_7+35d_prett_t7-t8_df5_034;H9;5.0;5.0;0;0
H10;BLUD_007_7+35d_prett_t7-t8_df5_034;H10;5.0;5.0;0;0
H11;BLUD_007_7+35d_prett_t7-t8_df5_034;H11;5.0;5.0;0;0
H12;BLUD_007_7+35d_prett_t7-t8_df5_034;H12;5.0;5.0;0;0
A1;BLUD_007_7+35d_prett_t9-t11_df125_043;A1;5.0;125.0;1;0
A2;BLUD_007_7+35d_prett_t9-t11_df125_043;A2;5.0;125.0;0;1
A3;BLUD_007_7+35d_prett_t9-t11_df125_043;A3;5.0;125.0;17;0
A4;BLUD_007_7+35d_prett_t9-t11_df125_043;A4;5.0;125.0;17;0
A5;BLUD_007_7+35d_prett_t9-t11_df125_043;A5;5.0;125.0;16;0
A6;BLUD_007_7+35d_prett_t9-t11_df125_043;A6;5.0;125.0;0;0
A7;BLUD_007_7+35d_prett_t9-t11_df125_043;A7;5.0;125.0;23;0
A8;BLUD_007_7+35d_prett_t9-t11_df125_043;A8;5.0;125.0;25;0
A9;BLUD_007_7+35d_prett_t9-t11_df125_043;A9;5.0;125.0;34;0
A10;BLUD_007_7+35d_prett_t9-t11_df125_043;A10;5.0;125.0;32;0
A11;BLUD_007_7+35d_prett_t9-t11_df125_043;A11;5.0;125.0;0;0
A12;BLUD_007_7+35d_prett_t9-t11_df125_043;A12;5.0;125.0;17;0
B1;BLUD_007_7+35d_prett_t9-t11_df125_043;B1;5.0;125.0;6;0
B2;BLUD_007_7+35d_prett_t9-t11_df125_043;B2;5.0;125.0;17;0
B3;BLUD_007_7+35d_prett_t9-t11_df125_043;B3;5.0;125.0;15;0
B4;BLUD_007_7+35d_prett_t9-t11_df125_043;B4;5.0;125.0;0;1
B5;BLUD_007_7+35d_prett_t9-t11_df125_043;B5;5.0;125.0;17;0
B6;BLUD_007_7+35d_prett_t9-t11_df125_043;B6;5.0;125.0;0;0
B7;BLUD_007_7+35d_prett_t9-t11_df125_043;B7;5.0;125.0;16;0
B8;BLUD_007_7+35d_prett_t9-t11_df125_043;B8;5.0;125.0;26;0
B9;BLUD_007_7+35d_prett_t9-t11_df125_043;B9;5.0;125.0;39;0
B10;BLUD_007_7+35d_prett_t9-t11_df125_043;B10;5.0;125.0;32;0
B11;BLUD_007_7+35d_prett_t9-t11_df125_043;B11;5.0;125.0;0;0
B12;BLUD_007_7+35d_prett_t9-t11_df125_043;B12;5.0;125.0;5;0
C1;BLUD_007_7+35d_prett_t9-t11_df125_043;C1;5.0;125.0;8;0
C2;BLUD_007_7+35d_prett_t9-t11_df125_043;C2;5.0;125.0;20;0
C3;BLUD_007_7+35d_prett_t9-t11_df125_043;C3;5.0;125.0;16;0
C4;BLUD_007_7+35d_prett_t9-t11_df125_043;C4;5.0;125.0;17;0
C5;BLUD_007_7+35d_prett_t9-t11_df125_043;C5;5.0;125.0;9;0
C6;BLUD_007_7+35d_prett_t9-t11_df125_043;C6;5.0;125.0;0;0
C7;BLUD_007_7+35d_prett_t9-t11_df125_043;C7;5.0;125.0;18;0
C8;BLUD_007_7+35d_prett_t9-t11_df125_043;C8;5.0;125.0;30;0
C9;BLUD_007_7+35d_prett_t9-t11_df125_043;C9;5.0;125.0;19;0
C10;BLUD_007_7+35d_prett_t9-t11_df125_043;C10;5.0;125.0;19;0
C11;BLUD_007_7+35d_prett_t9-t11_df125_043;C11;5.0;125.0;0;0
C12;BLUD_007_7+35d_prett_t9-t11_df125_043;C12;5.0;125.0;8;0
D1;BLUD_007_7+35d_prett_t9-t11_df125_043;D1;5.0;125.0;3;0
D2;BLUD_007_7+35d_prett_t9-t11_df125_043;D2;5.0;125.0;37;0
D3;BLUD_007_7+35d_prett_t9-t11_df125_043;D3;5.0;125.0;21;0
D4;BLUD_007_7+35d_prett_t9-t11_df125_043;D4;5.0;125.0;13;0
D5;BLUD_007_7+35d_prett_t9-t11_df125_043;D5;5.0;125.0;23;0
D6;BLUD_007_7+35d_prett_t9-t11_df125_043;D6;5.0;125.0;0;0
D7;BLUD_007_7+35d_prett_t9-t11_df125_043;D7;5.0;125.0;13;0
D8;BLUD_007_7+35d_prett_t9-t11_df125_043;D8;5.0;125.0;27;0
D9;BLUD_007_7+35d_prett_t9-t11_df125_043;D9;5.0;125.0;32;0
D10;BLUD_007_7+35d_prett_t9-t11_df125_043;D10;5.0;125.0;23;0
D11;BLUD_007_7+35d_prett_t9-t11_df125_043;D11;5.0;125.0;0;0
D12;BLUD_007_7+35d_prett_t9-t11_df125_043;D12;5.0;125.0;11;0
E1;BLUD_007_7+35d_prett_t9-t11_df125_043;E1;5.0;125.0;3;0
E2;BLUD_007_7+35d_prett_t9-t11_df125_043;E2;5.0;125.0;10;0
E3;BLUD_007_7+35d_prett_t9-t11_df125_043;E3;5.0;125.0;18;0
E4;BLUD_007_7+35d_prett_t9-t11_df125_043;E4;5.0;125.0;23;0
E5;BLUD_007_7+35d_prett_t9-t11_df125_043;E5;5.0;125.0;19;0
E6;BLUD_007_7+35d_prett_t9-t11_df125_043;E6;5.0;125.0;0;0
E7;BLUD_007_7+35d_prett_t9-t11_df125_043;E7;5.0;125.0;15;0
E8;BLUD_007_7+35d_prett_t9-t11_df125_043;E8;5.0;125.0;19;0
E9;BLUD_007_7+35d_prett_t9-t11_df125_043;E9;5.0;125.0;12;0
E10;BLUD_007_7+35d_prett_t9-t11_df125_043;E10;5.0;125.0;33;0
E11;BLUD_007_7+35d_prett_t9-t11_df125_043;E11;5.0;125.0;0;0
E12;BLUD_007_7+35d_prett_t9-t11_df125_043;E12;5.0;125.0;8;0
F1;BLUD_007_7+35d_prett_t9-t11_df125_043;F1;5.0;125.0;4;0
F2;BLUD_007_7+35d_prett_t9-t11_df125_043;F2;5.0;125.0;35;0
F3;BLUD_007_7+35d_prett_t9-t11_df125_043;F3;5.0;125.0;22;0
F4;BLUD_007_7+35d_prett_t9-t11_df125_043;F4;5.0;125.0;26;0
F5;BLUD_007_7+35d_prett_t9-t11_df125_043;F5;5.0;125.0;21;0
F6;BLUD_007_7+35d_prett_t9-t11_df125_043;F6;5.0;125.0;0;0
F7;BLUD_007_7+35d_prett_t9-t11_df125_043;F7;5.0;125.0;20;0
F8;BLUD_007_7+35d_prett_t9-t11_df125_043;F8;5.0;125.0;28;0
F9;BLUD_007_7+35d_prett_t9-t11_df125_043;F9;5.0;125.0;28;0
F10;BLUD_007_7+35d_prett_t9-t11_df125_043;F10;5.0;125.0;Inf;0
F11;BLUD_007_7+35d_prett_t9-t11_df125_043;F11;5.0;125.0;0;0
F12;BLUD_007_7+35d_prett_t9-t11_df125_043;F12;5.0;125.0;3;0
G1;BLUD_007_7+35d_prett_t9-t11_df125_043;G1;5.0;125.0;13;0
G2;BLUD_007_7+35d_prett_t9-t11_df125_043;G2;5.0;125.0;10;0
G3;BLUD_007_7+35d_prett_t9-t11_df125_043;G3;5.0;125.0;15;0
G4;BLUD_007_7+35d_prett_t9-t11_df125_043;G4;5.0;125.0;27;0
G5;BLUD_007_7+35d_prett_t9-t11_df125_043;G5;5.0;125.0;19;0
G6;BLUD_007_7+35d_prett_t9-t11_df125_043;G6;5.0;125.0;0;0
G7;BLUD_007_7+35d_prett_t9-t11_df125_043;G7;5.0;125.0;13;0
G8;BLUD_007_7+35d_prett_t9-t11_df125_043;G8;5.0;125.0;29;0
G9;BLUD_007_7+35d_prett_t9-t11_df125_043;G9;5.0;125.0;38;0
G10;BLUD_007_7+35d_prett_t9-t11_df125_043;G10;5.0;125.0;0;1
G11;BLUD_007_7+35d_prett_t9-t11_df125_043;G11;5.0;125.0;0;0
G12;BLUD_007_7+35d_prett_t9-t11_df125_043;G12;5.0;125.0;25;0
H1;BLUD_007_7+35d_prett_t9-t11_df125_043;H1;5.0;125.0;12;0
H2;BLUD_007_7+35d_prett_t9-t11_df125_043;H2;5.0;125.0;0;1
H3;BLUD_007_7+35d_prett_t9-t11_df125_043;H3;5.0;125.0;43;0
H4;BLUD_007_7+35d_prett_t9-t11_df125_043;H4;5.0;125.0;10;0
H5;BLUD_007_7+35d_prett_t9-t11_df125_043;H5;5.0;125.0;17;0
H6;BLUD_007_7+35d_prett_t9-t11_df125_043;H6;5.0;125.0;0;0
H7;BLUD_007_7+35d_prett_t9-t11_df125_043;H7;5.0;125.0;16;0
H8;BLUD_007_7+35d_prett_t9-t11_df125_043;H8;5.0;125.0;24;0
H9;BLUD_007_7+35d_prett_t9-t11_df125_043;H9;5.0;125.0;0;1
H10;BLUD_007_7+35d_prett_t9-t11_df125_043;H10;5.0;125.0;22;0
H11;BLUD_007_7+35d_prett_t9-t11_df125_043;H11;5.0;125.0;0;0
H12;BLUD_007_7+35d_prett_t9-t11_df125_043;H12;5.0;125.0;16;0
A1;BLUD_007_7+35d_prett_t9-t11_df125_044;A1;5.0;125.0;3;0
A2;BLUD_007_7+35d_prett_t9-t11_df125_044;A2;5.0;125.0;0;1
A3;BLUD_007_7+35d_prett_t9-t11_df125_044;A3;5.0;125.0;18;0
A4;BLUD_007_7+35d_prett_t9-t11_df125_044;A4;5.0;125.0;18;0
A5;BLUD_007_7+35d_prett_t9-t11_df125_044;A5;5.0;125.0;13;0
A6;BLUD_007_7+35d_prett_t9-t11_df125_044;A6;5.0;125.0;0;0
A7;BLUD_007_7+35d_prett_t9-t11_df125_044;A7;5.0;125.0;40;0
A8;BLUD_007_7+35d_prett_t9-t11_df125_044;A8;5.0;125.0;20;0
A9;BLUD_007_7+35d_prett_t9-t11_df125_044;A9;5.0;125.0;28;0
A10;BLUD_007_7+35d_prett_t9-t11_df125_044;A10;5.0;125.0;24;0
A11;BLUD_007_7+35d_prett_t9-t11_df125_044;A11;5.0;125.0;0;0
A12;BLUD_007_7+35d_prett_t9-t11_df125_044;A12;5.0;125.0;9;0
B1;BLUD_007_7+35d_prett_t9-t11_df125_044;B1;5.0;125.0;8;0
B2;BLUD_007_7+35d_prett_t9-t11_df125_044;B2;5.0;125.0;4;0
B3;BLUD_007_7+35d_prett_t9-t11_df125_044;B3;5.0;125.0;9;0
B4;BLUD_007_7+35d_prett_t9-t11_df125_044;B4;5.0;125.0;0;1
B5;BLUD_007_7+35d_prett_t9-t11_df125_044;B5;5.0;125.0;22;0
B6;BLUD_007_7+35d_prett_t9-t11_df125_044;B6;5.0;125.0;0;0
B7;BLUD_007_7+35d_prett_t9-t11_df125_044;B7;5.0;125.0;12;0
B8;BLUD_007_7+35d_prett_t9-t11_df125_044;B8;5.0;125.0;22;0
B9;BLUD_007_7+35d_prett_t9-t11_df125_044;B9;5.0;125.0;28;0
B10;BLUD_007_7+35d_prett_t9-t11_df125_044;B10;5.0;125.0;28;0
B11;BLUD_007_7+35d_prett_t9-t11_df125_044;B11;5.0;125.0;0;0
B12;BLUD_007_7+35d_prett_t9-t11_df125_044;B12;5.0;125.0;5;0
C1;BLUD_007_7+35d_prett_t9-t11_df125_044;C1;5.0;125.0;4;0
C2;BLUD_007_7+35d_prett_t9-t11_df125_044;C2;5.0;125.0;9;0
C3;BLUD_007_7+35d_prett_t9-t11_df125_044;C3;5.0;125.0;12;0
C4;BLUD_007_7+35d_prett_t9-t11_df125_044;C4;5.0;125.0;13;0
C5;BLUD_007_7+35d_prett_t9-t11_df125_044;C5;5.0;125.0;11;0
C6;BLUD_007_7+35d_prett_t9-t11_df125_044;C6;5.0;125.0;0;0
C7;BLUD_007_7+35d_prett_t9-t11_df125_044;C7;5.0;125.0;16;0
C8;BLUD_007_7+35d_prett_t9-t11_df125_044;C8;5.0;125.0;25;0
C9;BLUD_007_7+35d_prett_t9-t11_df125_044;C9;5.0;125.0;17;0
C10;BLUD_007_7+35d_prett_t9-t11_df125_044;C10;5.0;125.0;13;0
C11;BLUD_007_7+35d_prett_t9-t11_df125_044;C11;5.0;125.0;0;0
C12;BLUD_007_7+35d_prett_t9-t11_df125_044;C12;5.0;125.0;6;0
D1;BLUD_007_7+35d_prett_t9-t11_df125_044;D1;5.0;125.0;4;0
D2;BLUD_007_7+35d_prett_t9-t11_df125_044;D2;5.0;125.0;30;0
